,index,insert average_latency,insert 95_latency,insert 99_latency,cleanup average_latency,cleanup 95_latency,cleanup 99_latency,overall runtime(ms),overall throughput(ops/sec)
0,outputMongoDB_workloadd,862.66,1145.0,4543.0,2981.0,2981.0,2981.0,2080.0,480.7692307692308
