,index,insert average_latency,insert 95_latency,insert 99_latency,cleanup average_latency,cleanup 95_latency,cleanup 99_latency,overall runtime(ms),overall throughput(ops/sec)
0,outputMongoDB_workloada,877.63,1289.0,4021.0,3119.0,3119.0,3119.0,2104.0,475.2851711026616
